name,phone,whatsapp,address,website,profile_url
Chaman Law Firm,"08096888818, 08024200080, 08064722292, 08065553671",+23480968888818,"115, Awolowo Way By Allen Bus Stop, Ikeja, Lagos, Nigeria",https://chamanlawfirm.estateagentsng.com,https://nigeriapropertycentre.com/agents/chaman-law-firm-74534
Chamih Investment Development Limited,08125856413,+2348125856413,"13 Jimoh Oladehinde Street, Ifako Gbagada, Gbagada, Lagos, Nigeria",https://chamihinvestmentdevelopment.estateagentsng.com,https://nigeriapropertycentre.com/agents/chamih-investment-development-limited-62938
Champion Properties Ltd,"07033887768, 08127582587",2347033887768,"Flat Cr-07 Castle Rock Apartment Beside Daily Trust By Chida Hotel Utako, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/champion-properties-ltd-186484
Champion Realtor,08033497183,08033497183,"Herbert Maucalay Street, Wuse Zone 6, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/champion-realtor-173038
Charis Estate,08081182285,08081182285,"Lagos, Lagos, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/charis-estate-10838
Charisplus Properties,07039896497,2347039866497,"2 Peace Avenue, Gwarimpa, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/charisplus-properties-151403
Charity And Associates,"+2348121362465, 08163569297",+2348121362465,"Printing Road ,sabo Tasha, Aninri, Enugu, Nigeria",,https://nigeriapropertycentre.com/agents/charity-and-associates-108266
Charles Nick Solutions Limited,"08067491684, 08114420173",+2348067491684,"Ide Plaza, 25 Ajose Adeogun, Utako, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/charles-nick-solutions-limited-54436
Cherun Services Limited,07033261842,07033261842,"Apo Spark Light Mall, Area 3, Abuja, Area 3, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/cherun-services-limited-169555
Chibuzor Ogugua Consulting,"08033207337, 08023087995",+2348033207337,"69, Dansarau Plaza, No. 5 Ziguinchor Street, Wuse Zone 4, Wuse, Federal Capital Territory, Abuja, Nigeria",https://chibuzorogugua.estateagentsng.com,https://nigeriapropertycentre.com/agents/chibuzor-ogugua-consulting-35658
Chidison Properties,"07061327389, 08187845879, 08117697463",2348117697463,"Beside First Bank Kubwa Abuja, Kubwa, Abuja, Nigeria",http://nigeriapropertycentre.com,https://nigeriapropertycentre.com/agents/chidison-properties-20711
Choose Luxury Realties,"09094378430, 08163868420",09094378430,"70 Broad Street, Lagos, Nigeria",https://chooseluxuryrealties.estateagentsng.com,https://nigeriapropertycentre.com/agents/choose-luxury-realties-168406
Christys Realty Pro,09048125996,09048125996,"11 Thaba Tseka Street,wuse 2, Nigerian, Fct Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/christys-realty-pro-189749
City Commercial & Industrial Enterprises Limited,"08028550686, 07089275251, 09026534088, 08172010478",08098550686,"13, Olanrewaju Street, Oregun, Ikeja, Ikeja, Lagos, Nigeria",http://www.ccieltd.com,https://nigeriapropertycentre.com/agents/city-commercial-industrial-enterprises-limited-124219
Citymate Nigeria Limited,"08067992859, 08023117113, 09085324244",+234802117113,"No 2382 Kuduru Extension Bwari, Bwari, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/citymate-nigeria-limited-48596
Clayboard Nigeria Limited,+2349031533553,+2349031533553,"48, Bale Street, Agungi, Lekki, Lagos, Nigeria",https://cnl.estateagentsng.com,https://nigeriapropertycentre.com/agents/clayboard-nigeria-limited-36215
Cleenslate,07081726086,07081726086,,,https://nigeriapropertycentre.com/agents/cleenslate-238983
Cleruth Global Limited,"07034722121, 08050459291",+2347034722121,"Suite Ff 23 Caxton Idowu Abayomi Plaza, Nigeria Army Housing Estate Kurudu, Abuja, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/cleruth-global-limited-88010
Clineli Global Resources,"07036192350, 07058534761",+2347058534761,"6a Bombata Street Erunwen, Ikorodu, Lagos, Nigeria",https://clineligrproperties.estateagentsng.com,https://nigeriapropertycentre.com/agents/clineli-global-resources-34808
Clinton Ebinama & Co,"08039489524, 08174383606, 08039489524, 08174383606",+2348039489524,"Flat 4, Block 1, 7, Dakala Street, Wuse 2, Abuja, Fct, Nigeria",https://clintonebinamaandco.estateagentsng.com,https://nigeriapropertycentre.com/agents/clinton-ebinama-co-24620
Coc Construct And Properties Ltd,"08039705278, 09162596159",08039705278,"Merit Plaza, Apo, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/coc-construct-and-properties-ltd-172741
Cohearts J&m,08060301241,08060301241,"25, Boyle Street, Onikan, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/cohearts-jm-125392
Coldfire Creative Resources Ltd,"07088866620, 07088866620",+2347088866620,"Voice Of Nigeria Road, Airport Road, Federal Capital Territory, Nigeria",https://coldfireresources.com,https://nigeriapropertycentre.com/agents/coldfire-creative-resources-ltd-62436
Comfort Homes And Properties Ltd.,"08128211796, 08067057686, 08094854308",+2348067057686,"12, Beach Road Gra Ikorodu, Ikorodu, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/comfort-homes-and-properties-ltd-20344
Comfy Habitat Management Services,"08065697600, 07016777779, 07016777779",08065697600,"Spring Close No 2, Hillview Estate, Fct, Nigeria",https://https://comfyhabitat.com.ng/about-us/.estateagentsng.com,https://nigeriapropertycentre.com/agents/comfy-habitat-management-services-128013
Comzy Homes Abuja,"08161842264, 08105835241",2348105835241,"Area 1 Imo Cresent St, Garki Abuja, Garki, Federal Capital Territory, Nigeria",,https://nigeriapropertycentre.com/agents/comzy-homes-abuja-238341
Crest Switch Technologies Ltd.,"+2347065514161, +2347065514161, +2349021838611, +2349021838611",+2347065514161,"G2, Idris Gidado Street, Wuye District, Amac, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/crest-switch-technologies-ltd-202670
Cross Road Realtors,08031845936,08031845936,"By Orange Garden, Piwoyi Zone B, Airport Road., Piwoyi, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/cross-road-realtors-103980
Crown Property Global Consultant,"08036574816, 09044406444, 07058651995",08036574816,"Lobisto Building, Olaogun Bus Stop, Old Ife Road, Ibadan, Old Ife Road, Ibadan, Oyo, Nigeria",http://crownpropertyglobalconsultant.com,https://nigeriapropertycentre.com/agents/crown-property-global-consultant-131844
Csk Hospitality Ltd.,08135530960,,,,https://nigeriapropertycentre.com/agents/csk-hospitality-ltd-206259
CW Real Estate,"+2349062511340, +2349062511340",+2349062511340,"No 1 Towry Close, Idejo Street, Off Adeola Odeku, Victoria Island, Lagos, Nigeria",https://cwreal.estateagentsng.com,https://nigeriapropertycentre.com/agents/cw-real-estate-95477
D-agency Prime Properties Limited,"2349011924969, 07035569186",2349011924969,"Westgate Estate, Eti-osa, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/d-agency-prime-properties-limited-123950
Dalton Real Estate Consult Ltd,"+2348128911000, +2348128911000, 07064924814, +2348128911000",08128911000,"Suite 3, Cowries Court 2, Von Road, Lugbe Airport Road, Abuja, Lugbe, Abuja, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/dalton-real-estate-consult-ltd-171641
Damisa Luxury Realties.,"07067918970, 09058431076",09058431076,"House 15 Lateef Jakande, Lagos, Ajah., Lagos State, Nigeria",https://damisaluxury.estateagentsng.com,https://nigeriapropertycentre.com/agents/damisa-luxury-realties-55234
Damon Blaq Consulting Ltd,+2347081540914,+2347081540914,"Lifestlyle House, 3 Mike Akhigbe Way, Jabi, Federal Capital Territory, Nigeria",https://damonblaq.com,https://nigeriapropertycentre.com/agents/damon-blaq-consulting-ltd-233200
Dan J And Son Property Manager But,"08081720085, 07060536878",08081720085,"Lokogoma District Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/dan-j-and-son-property-manager-but-171986
Danobis Properties & Project Ltd,"08101249727, 08101249727",08101249727,"No 36 Ajose Adeogun Street,utako,abuja., Utako, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/danobis-properties-project-ltd-241019
Dante Consult,08133448855,+2348133448855,"House 17 Peculiar Estate, Lokogoma, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/dante-consult-102659
David Landsjotter,"07048186088, 08156632817",07048186088,"Plot 475, Utako District, Utako, Abuja, Nigeria",https://landsjotterltd.ng/,https://nigeriapropertycentre.com/agents/david-landsjotter-220952
D'dons Homes,"08168498885, 08168498885, 08168498885, 08168498885",08168498885,"Behind Efab Estate Lokogoma, Lokogoma Abuja, Anuja, Nigeria",,https://nigeriapropertycentre.com/agents/ddons-homes-229510
Debco Properties,"08084310722, 08036691117",08036691117,"Shop B2 Broadway Shopping Compkex, Iju, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/debco-properties-58790
Debs Properties,"07048909032, 07048909032, 07046948696",07048909032,"Sunnyvale Home, Abuja, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/debs-properties-176743
Decagonplural Properties Ltd,"08142275560, 08142275560",+2348142275560,"Plot 478 Gbazango Extention, Kubwa, Fct, Nigeria",https://decagonpluralproperties.estateagentsng.com,https://nigeriapropertycentre.com/agents/decagonplural-properties-ltd-239684
De Churchills Concepts,"08167436061, 07057169789",2348167436061,"Jikwoyi .ph4, Federal Capital Territory, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/de-churchills-concepts-75640
Deep-springs Facilities,"+2348034494451, +2347025666914, 08034494451",+2348034494451,"Suite 2, Office Complex, Flowergate Estate, Apo, Fct, Abuja, Nigeria",https://deepsprings.estateagentsng.com,https://nigeriapropertycentre.com/agents/deep-springs-facilities-29419
De Churchills Concepts,"08167436061, 07057169789",2348167436061,"Jikwoyi .ph4, Federal Capital Territory, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/de-churchills-concepts-75640
Deep-springs Facilities,"+2348034494451, +2347025666914, 08034494451",+2348034494451,"Suite 2, Office Complex, Flowergate Estate, Apo, Fct, Abuja, Nigeria",https://deepsprings.estateagentsng.com,https://nigeriapropertycentre.com/agents/deep-springs-facilities-29419
De Itj Realty Company,"09035137760, 09035137760",09035137760,"Kamal Shasi, Agungi, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/de-itj-realty-company-150988
Denco Home And Property Lmtd,"08140416712, 07066958237, 09025198716",08140416712,"Wuse 2, Amino Kano, Abuja, Nigerian",,https://nigeriapropertycentre.com/agents/denco-home-and-property-lmtd-187393
Deo Dixon Properties,"08035900476, 08050986186",,"Abuja, Fct - Abuja, Nigeria",http://www.asonicproperties.com,https://nigeriapropertycentre.com/agents/deo-dixon-properties-12614
Dera The-realtor,"08103071434, 08103071434, 07055542562",07055542562,"3rd Floor, Goldcrest Plaza, Beside Mega Chicken Ikota First Gate. Lekki, Lagos, Nigeria, Nigerian, Lagos, Nigeria",https://derathe-realtor.com/,https://nigeriapropertycentre.com/agents/dera-the-realtor-154571
Derealtor Hub,"+2347057348868, +2347057348868, +2347057348868",+2347057348868,"Babatope Bejide Street, Lekki Phase1, Lekki Phase1, Lagos, Nigeria",https://www.instagram.com/de_realtor_hub/,https://nigeriapropertycentre.com/agents/derealtor-hub-33567
De Shane Homes Limited,09046839288,2349046839288,"Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/de-shane-homes-limited-118766
Dessy4naijaproperties,"08030567975, 08071258689, 08030567975, 08071258689",08030567975,"Lekki /abuja, Lagos/abuja, Nigeria",,https://nigeriapropertycentre.com/agents/dessy4naijaproperties-44107
Diamond Aisle Nig. Ltd,"07032478979, 08069072702, 08022579455",+2348069072702,"Wuse Zone 6., Garki, Wuse, Maitama, Asokoro, Jabi, Apo., Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/diamond-aisle-nig-ltd-66858
Diamond Okosun,"08118640266, 08081312575, 08114321623",+2348118640266,"31, Adamu Ciroma Crescent. Jabi, Abuja, Abuja, Fct, Nigeria",https://docs.google.com/forms/d/e/1FAIpQLSdJkuRHA0L7T5lpQzSAlWI4Pf5Om1xbdsfPEpDRZFk2MMjUCQ/viewform?usp=header,https://nigeriapropertycentre.com/agents/diamond-okosun-167740
Diamond Stones Homes Ltd,08083731029,08083731029,"11 Our Saviour Street, Agungi, Lekki, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/diamond-stones-homes-ltd-174484
Didie's Solutions,"08066824448, 08172867955",2348066824448,"Wuse 2, Abuja, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/didies-solutions-119761
Didoo Realty,"08036265221, 07067192517",+2348036265221,"Oka Akoko Garki Abuja, Amac, Fct Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/didoo-realty-123921
Dis Realty 360,"09013020302, 07060592446",+2349013020302,"3rd Floor, Opic Building, Ibara, Abeokuta, Ogun, Nigeria",https://www.disgroups.com,https://nigeriapropertycentre.com/agents/dis-realty-360-86057
Dittoholaris Limited,"08110898836, 0865572012",08110898836,"Plot 950, Zone A7 House T/2/50 No Und St., Wuse 2, Fct, Abuja, Nigeria",https://145124.estateagentsng.com,https://nigeriapropertycentre.com/agents/dittoholaris-limited-145124
Diva's Venture,"09124805836, 09065804186",09124805836,"1 Gnassingbe Eyedema Street Asokoro Abuja, Nigeria, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/divas-venture-189928
Diverse Concept Ng,08126678518,08126678518,"20a Babatunde Anjous Ave, Lekki Phase 1, Lagos, Lekki Phase 1, Lagos, Nigeria",https://diverseconceptsng.com,https://nigeriapropertycentre.com/agents/diverse-concept-ng-197479
Divineglo Properties Ltd.,"07017508248, 07081080769, 07017508248, 09046679796",07081080769,"3rd Floor Lagos House, Ralph Shodeinde Street Central Business District, Abuja., Central Business Area, Abuja., Nigeria",,https://nigeriapropertycentre.com/agents/divineglo-properties-ltd-179998
Divine Homes & Properties,"08108677528, 08073675162, 08108677528",+2348108677528,"Suite D- 14, Boys Place, Ameh Ebute Str. Wuye, Wuye, Abuja, Federal Capital Territory, Nigeria",,https://nigeriapropertycentre.com/agents/divine-homes-properties-78099
Doa Minolta,"07061664211, 08032143164",08032143164,,,https://nigeriapropertycentre.com/agents/doa-minolta-178734
Domain Shelters Limited,"07067816601, 09027330580",+2347067816601,"Plot 889 Victor Morris Street Mabushi Abuja, Behind Ministry Of Works And Housing, Mabushi, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/domain-shelters-limited-87152
Donfabulous Homes,"+2348030897019, +2348125830531",+2348030897019,"Ajah, Lekki, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/donfabulous-homes-134078
Don-zikky Global Services,"08023920554, 08147047796",08023920554,"Block C Suite 38 By Iyana Ejigbo Shopping Complex Along Ejigbo Ikotun Rd By Iyana Ejigbo B.stop, Ejigbo, Lagos, Nigeria",https://20945.estateagentsng.com,https://nigeriapropertycentre.com/agents/don-zikky-global-services-20945
Dpositive Property Management,"07088395886, 07088395886",07088395886,"Chevron Lekki, Lagos, Nigeria",http://www.dpositive.realtornigeria.com,https://nigeriapropertycentre.com/agents/dpositive-property-management-150163
D'realtor Babes,"08140657594, 09019489718",08140657594,"103 Kere Ajah, Ajah, Lagos, Nigeria",https://www.youtube.com/@EDITHGLOBALREALTYLIMITED1,https://nigeriapropertycentre.com/agents/drealtor-babes-121035
Dreemi Enterprise Limited,"07033306049, 09122529708",+2347033306049,"No 44, 1st Avenue, Gwarimpa, Gwarimpa Estate, Abuja, Federal Capital Territory, Nigeria",,https://nigeriapropertycentre.com/agents/dreemi-enterprise-limited-102239
Dsams Homes Limited,08028714082,08028714082,"B218, Zitel Plaza, 227 Pow Mafemi Crescent, Utako, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/dsams-homes-limited-237798
Dunes Field Partner Real Estate Agent,09027016235,09027016235,"White House Street,waru District,apo Abuja, Nigerian, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/dunes-field-partner-real-estate-agent-155313
Dunhill Deluxe Homes Limited,"07037773534, 07037773534, 09119552109",+2347037773534,"Block 12 House 6 Crossriver Street Garki, Abuja, Federal Capital Territory, Nigeria",,https://nigeriapropertycentre.com/agents/dunhill-deluxe-homes-limited-45521
Dunis Space & Realty Ltd,07030175992,2347017942187,"No 16, Gurara Street Aldenco Estate, Galadimawa, Fct, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/dunis-space-realty-ltd-241451
Eastwood Properties,08035878480,+2348035878480,"Kampala Street Wuse 2, Abuja, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/eastwood-properties-56223
Easyliving Realtors Limited,"+2349045754137, +2348034077342",+2349045754137,"Suite B10 Mall Of Dubai Area 11. Garki, Amac, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/easyliving-realtors-limited-144778
Ecohills Real Estate Limited.,"07015321406, 08106681833",07015321406,"Suite C49 Efab Mall, Area 11, Garki 1, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/ecohills-real-estate-limited-162632
Eden Park Integrated Services,"07032095330, 08075319070",08075319070,"50 Oni Street, Akowonjo, Alimosho, Lagos, Nigeria",https://EdenPark.estateagentsng.com,https://nigeriapropertycentre.com/agents/eden-park-integrated-services-15665
Eduphil Properties,"08038743912, 08075306696, 09050329399",08038743912,"Ikalile Road Golf Estate Odili Road, Port Harcourt, Rivers State, Nigeria",,https://nigeriapropertycentre.com/agents/eduphil-properties-51731
Ehilucky Property Ltd,"09065166343, 07082500463",08111446912,"Arab Road, Edo, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/ehilucky-property-ltd-114206
Ejo Properties Limited,"+2348143985663, +2347077572544, +2349115294976",+2348143985663,"1, Ihuntayo Street, Oniru Estate, Victoria Island, Lagos, Nigeria",https://ejopropertieslimited.estateagentsng.com,https://nigeriapropertycentre.com/agents/ejo-properties-limited-233632
E&j Property Hub Naija Limited,"+2349059227043, +2348022501935, 08060549805",+2349059227043,"Suites D212-214 Akord Shopping Mall, Bogije Lagos, Ibeju Lekki, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/ej-property-hub-naija-limited-67324
Elite Accommodations,"08063462091, 08063462091, 09028557207",+2348063462091,"Wuye, Nigeria, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/elite-accommodations-207475
Ella Properties,09073537973,09073537973,"Wilson Avenue, Ago Palace Okota, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/ella-properties-135985
El Muazu Ventures,"08106600637, 08106600637, 09052654781, 08023728301",+2348106600637,"Suite A37, Mc Lewis Plaza, Ademola Adetokunbo, Wuse2, Fct, Nigeria",https://elmuazu.estateagentsng.com,https://nigeriapropertycentre.com/agents/el-muazu-ventures-21730
Embee Properties,"09032915825, 08110975815",09032915825,"Jahi, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/embee-properties-189934
Emerald's Properties,"09163104313, 09163104313, 09125974524",+2349163104313,"Wuse, Abuja, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/emeralds-properties-136618
Emko Logistics Ltd,"08036313940, 07053400584",+2348036313940,"Plot 6 Bourngavilla Street,gaduwa Estate Abuja, Guru District, Abuja, Nigeria",https://emkologistics.estateagentsng.com,https://nigeriapropertycentre.com/agents/emko-logistics-ltd-70973
Emma Chibueze Ihugba Consulting,"08068394791, 08186406229",+2348186406229,"Haramani Plaza, Suite S-217 2nd Floor Plot 873 Shettima Moguno Crescent Utako Abuja, Utako, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/emma-chibueze-ihugba-consulting-69290
Emmanuel.o. Ugorji Consulting,"08064513626, 07015379649, +2348189115494, +2348189115494",07037480823,"Flat 9, Plot 229 Road, D, Karu Site,, Fct, Abuja, Nigeria",https://Emmaconsult.estateagentsng.com,https://nigeriapropertycentre.com/agents/emmanuelo-ugorji-consulting-55265
Emmdreams Homes,08060664930,+2348060664930,"Sen. Afolabi Olabimtan, Dawaki, Abuja, Nigeria",https://emmdreamshomes.estateagentsng.com,https://nigeriapropertycentre.com/agents/emmdreams-homes-115498
Endowed Properties,"08180238212, 08127400310, 08180238212, 081274003101",08180238212,"Prince And Princess Estate Gudu Abuja, Garki, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/endowed-properties-112928
Enerst Properties,"07069695490, 07069695490",2347069695490,"Atlantic View Estate, Lekki, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/enerst-properties-186243
Enlarge Group,08037716684,+2348037716684,"Fct Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/enlarge-group-72648
Ennyln's Apartments,08064630277,08064630277,"Federal Capital Territory, Nigeria",,https://nigeriapropertycentre.com/agents/ennylns-apartments-184975
Ep Construction & Consult Ltd,08065302099,07052192810,"46gh Gods Hand Plaza Ugolo Junction, Warri, Delta, Nigeria",https://epconstructionandconsult.com/,https://nigeriapropertycentre.com/agents/ep-construction-consult-ltd-153472
Ep Real Estate Abuja,"08135339459, 08135339459, 08135339459",+2348135339459,"Plot 354 Gilbert Chikelu Crescent, Guzape, Abuja, Nigeria",https://www.eprealestate.ng/,https://nigeriapropertycentre.com/agents/ep-real-estate-abuja-139151
Ep Real Estate Abuja,08067592971,+2348067592971,"8a Der Es Salaam, Wuse, Fct-abuja, Nigeria",,https://nigeriapropertycentre.com/agents/ep-real-estate-abuja-176606
Ernycom Agency Limited,"+2348102817265, +2348102817265, +2348102817265, +2348102817265",+2348102817265,"Maitama Abuja And Utako Office, Maitama Abuja And Utako Office, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/ernycom-agency-limited-121596
Escort Realty Ltd,"09132496481, 08108418065",+2349132496481,"Suite 77, Olive Plaza, Jakande Roundabout, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/escort-realty-ltd-161211
Especial Abode Realty,"09032594123, 09032594123",09032594123,"Maitama, Maitama, Abuja, Nigeria",http://www.especialaboderealty.com,https://nigeriapropertycentre.com/agents/especial-abode-realty-179807
Estelleo Properties & Investment,"2348164820257, 2348164820257",2348164820257,"Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/estelleo-properties-investment-133302
Eugene Okafor Consulting,"08067314074, 08186718734",08186718734,"Plot 1496 Balanga Street, Garki2, F.c.t, Nigeria",https://eugeneokaforconsulting.estateagentsng.com,https://nigeriapropertycentre.com/agents/eugene-okafor-consulting-119930
Eu Realities,"08086865618, 07067080685",07067080685,"Anthony Itodo, Karu, Fct Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/eu-realities-137875
Evantage Limited,"08050556690, 08141189797",08050556690,"St. James House, 167 Adetokunbo Ademola Cres, Wuse, Abuja 904101, Federal Capital Territory, Fct, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/evantage-limited-85260
Evershinningstar Enterprise,"08026945957, 08162519737",08026945957,"Scc Junction, Ushafa, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/evershinningstar-enterprise-170426
Exceptional Realtor,07082775000,07082775000,"Along Govt Sec Sch, Katampe Village, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/exceptional-realtor-166354
Exclusive Estates,"08052158257, 08029500965",2348052158257,"6, Bawku Street, Wuse 2, Federal Capital Territory, Nigeria",,https://nigeriapropertycentre.com/agents/exclusive-estates-214208
Exquisita Housing And Interiors,07078982319,09097177766,"4, Paul Muotolum Crescent, Lifecamp, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/exquisita-housing-and-interiors-148651
Ezekiel Properties Management Co.,"08033123216, 07074825074",+2348033123216,"No.10 Zambezi Crescent, Maitama, Abuja,, Maitama, Abuja - Fct, Nigeria",,https://nigeriapropertycentre.com/agents/ezekiel-properties-management-co-131508
F. A. Esan Consulting,"08033448110, 07057107571, 08033448110, 08036781612",08033448110,"Plot 35, Block, 112, Adebisi Ogunniyi Crescent, Lekki, Lagos, Nigeria",https://faesan.estateagentsng.com,https://nigeriapropertycentre.com/agents/f-a-esan-consulting-61678
Faith Global Homes,"09126062661, 09126062661",+2349126062661,"Plot 5/6 Alh. Hassan Musa Street, Greenland, Ibeju, Lagos, Nigeria",https://faithglobalhomes.estateagentsng.com,https://nigeriapropertycentre.com/agents/faith-global-homes-87717
Faustinos Faust Limited,08124343629,2348124343629,"30 Gbadamosi Alomaja Street Lekki,nature Garden Estate Ibeju., Ajah, Lagos, Nigeria",https://faustinosfaust.estateagentsng.com,https://nigeriapropertycentre.com/agents/faustinos-faust-limited-195764
Favour- Land Realty,08031555638,+2348031555638,"Plot 779, Open Source Collaboration Center, Central Business District, Abuja, Nigeria",https://favourland.estateagentsng.com,https://nigeriapropertycentre.com/agents/favour-land-realty-13591
Fcoshortlets,"09050740260, 09050740230, 09067240882",09050740230,"Wuse, Wuse, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/fcoshortlets-164488
Fembee Properties And Investment Ltd,"07039124411, 08088032499",07039124411,"1 Pmagbe Layout Ushafa, Ushafa, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/fembee-properties-and-investment-ltd-154100
Fem Homes Consultancy Ltd,"08166891541, 09112460522, 08166891541",09068743702,"Utako, Abuja, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/fem-homes-consultancy-ltd-65206
Fenoglobal,"07037319657, 09076244449",09076244449,"# 8c Buzi Close Amazon Street Maitama Abuja, Maitama Abuja, Federal Capital Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/fenoglobal-112767
Fideltee Mega Construction Company,"07039184687, 07042232929",07042232929,"St. Micheal Complex, Surulere Road, Ondo City, Ondo, Nigeria",,https://nigeriapropertycentre.com/agents/fideltee-mega-construction-company-26092
Finepro Properties,"+2347040928541, 08135112212, 09065858847, 09124047617",+2347040928541,"29 Ogundana Street Off Allen., Ikeja, Lagos, Nigeria",http://HTTP://www.fineproproperties.com,https://nigeriapropertycentre.com/agents/finepro-properties-67795
Finglobal Concept Investment Limited,"07037497462, 08053232332",07037497462,"Plot 70, Kur Muhammad Way, Off Ahmadu Bello Way, Central Business District, Phase 1,, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/finglobal-concept-investment-limited-77723
First Class Realty,"08028172912, 08028172912",+2348145731812,"Lagos, Nigeria, Lagos, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/first-class-realty-57319
Firstfruit Housing,+2347061560738,+2349095422906,"No 11 Anthony Enahoro Street, Utako, Abuja, Federal Capital Territory, Nigeria",http://www.firstfruithousing.com,https://nigeriapropertycentre.com/agents/firstfruit-housing-173910
Firstfruit Housing,+2347061560738,+2349095422906,"No 11 Anthony Enahoro Street, Utako, Abuja, Federal Capital Territory, Nigeria",http://www.firstfruithousing.com,https://nigeriapropertycentre.com/agents/firstfruit-housing-173910
Firstfruit Housing Limited,08100573897,+2348100573897,"114 Ebitu Ukiwe Street Jabi , Abuja, Federal Capital Territory, Nigeria",,https://nigeriapropertycentre.com/agents/firstfruit-housing-limited-226306
Firstfruit Housing Limited,"07031076731, 07031076731, 07031076731, 07031076731",+2347031076731,"Trademore, Abuja, Taraba, Nigeria",http://www.firstfruithousing.com,https://nigeriapropertycentre.com/agents/firstfruit-housing-limited-227249
First Generation Mortgage Bank,08064143620,08064143620,"92 Emeka Anyaoku Street, Area 8, Garki, Abuja Fct, Nigeria",https://www.fgmb.com.ng,https://nigeriapropertycentre.com/agents/first-generation-mortgage-bank-77409
First Generation Mortgage Bank,09051551164,+2349051551164,"92 Emeka Anyaoku Street, Area 8, Garki, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/first-generation-mortgage-bank-115408
Flamingpalm Ltd,"08124230602, 08054552906, 07063704819",+2348124230602,"Mambolo, Wuse, Zone 2, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/flamingpalm-ltd-108880
Fleur De Selene,"+2348070810230, +2348070810230, +2347010588129",+2348070810230,"Suit I201, Road5, Ikota Shopping Complex, Vgc, Ajah Lekki, Lagos, Nigeria",https://linktr.ee/Fleurdeselene,https://nigeriapropertycentre.com/agents/fleur-de-selene-167092
